               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.012618,           0.0066241,                   0,             0.93564,              0.9375,              0.9714,             0.83846,            0.011783,           0.0030162,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018011,           0.0072646,                   0,             0.95775,             0.96875,             0.98098,             0.84351,            0.011741,           0.0029262,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.013574,           0.0066415,                   0,              0.9677,             0.93622,             0.98161,             0.84068,            0.012221,            0.002913,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.010984,           0.0069164,                   0,             0.96388,             0.96875,             0.98979,             0.85962,            0.010589,           0.0028258,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.014501,           0.0068823,                   0,             0.93872,                   1,             0.99136,             0.86187,            0.010087,           0.0028326,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.013769,           0.0070328,                   0,             0.96432,             0.96875,             0.98358,             0.85652,            0.012344,           0.0029525,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.013242,            0.007628,                   0,             0.96848,             0.96026,             0.98307,              0.8512,             0.01248,           0.0028965,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013775,           0.0069032,                   0,             0.96956,             0.99547,             0.99045,              0.8615,           0.0099639,           0.0027241,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.012005,           0.0067325,                   0,             0.96756,             0.96875,             0.98868,              0.8544,            0.010276,           0.0028444,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015243,           0.0073692,                   0,             0.96769,              0.9359,             0.97948,              0.8393,            0.012639,           0.0030561,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.011104,           0.0062871,                   0,             0.96621,              0.9375,             0.97974,              0.8413,            0.012737,           0.0031597,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012707,           0.0066234,                   0,             0.93801,             0.96875,             0.97709,             0.83829,             0.01293,           0.0031394,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.012627,           0.0074656,                   0,             0.96645,             0.96875,             0.97365,             0.84872,            0.013737,           0.0031384,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.011567,           0.0062777,                   0,             0.96762,             0.93394,             0.97503,             0.85652,            0.013087,           0.0030998,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.012699,           0.0073695,                   0,             0.96772,              0.9369,             0.97475,             0.85178,            0.012247,           0.0030797,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.011003,           0.0064668,                   0,             0.93939,             0.96867,             0.96607,             0.85016,            0.013163,           0.0030193,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.012861,            0.007033,                   0,             0.96505,              0.9375,             0.96639,             0.84867,            0.013276,           0.0029654,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.012127,           0.0064801,                   0,             0.96771,             0.96875,               0.968,             0.85298,            0.013398,           0.0029352,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.010586,           0.0071015,                   0,               0.967,             0.96875,             0.96764,             0.85373,            0.014281,           0.0029389,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.012505,            0.007582,                   0,             0.95819,             0.96875,             0.96813,             0.85653,            0.015354,            0.003015,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.010594,           0.0066855,                   0,             0.95086,             0.96875,             0.96764,             0.86147,            0.014777,           0.0030329,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012279,           0.0062045,                   0,             0.95756,             0.96875,             0.96628,              0.8599,            0.014488,           0.0030202,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.012204,           0.0066991,                   0,             0.93474,             0.96875,              0.9651,             0.85086,            0.014844,           0.0030126,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.01201,           0.0062705,                   0,             0.96759,             0.93295,             0.96521,             0.84724,            0.014905,            0.003052,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.011014,           0.0066039,                   0,             0.96761,             0.93366,             0.96697,             0.84571,            0.014914,           0.0030834,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.012142,           0.0065368,                   0,             0.96762,             0.93388,             0.96635,             0.84867,            0.014426,           0.0031213,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.011585,           0.0065773,                   0,                0.96,              0.9375,              0.9665,             0.84584,            0.014437,           0.0031755,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.010434,           0.0062044,                   0,             0.93045,             0.96875,             0.96414,             0.84232,            0.014409,           0.0032475,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.011279,           0.0065235,                   0,             0.93188,             0.96875,             0.96427,             0.83141,            0.014576,           0.0032784,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.010198,           0.0064627,                   0,               0.931,              0.9375,             0.96112,             0.83844,            0.014388,           0.0032553,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.01142,           0.0067849,                   0,             0.93188,              0.9375,             0.96041,             0.83572,             0.01418,           0.0032506,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0088121,           0.0061171,                   0,             0.93882,             0.96875,             0.96338,             0.83554,            0.013617,           0.0032425,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.010751,           0.0059538,                   0,             0.93511,             0.96875,             0.96338,             0.83257,            0.012988,           0.0032017,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.010636,           0.0067161,                   0,             0.93033,             0.96875,             0.96459,             0.83145,            0.013289,           0.0032319,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.009869,           0.0062384,                   0,             0.93206,             0.96875,             0.96374,             0.83513,            0.013673,           0.0032075,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.010855,           0.0069769,                   0,             0.93398,             0.96875,             0.96353,             0.83131,            0.013929,            0.003175,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.009409,           0.0063229,                   0,             0.93834,             0.95138,             0.96447,             0.84239,            0.013819,           0.0031986,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0097439,           0.0059027,                   0,             0.95538,             0.96875,             0.96527,             0.84366,            0.013739,           0.0032122,                   0,            0.000199,            0.000199,            0.000199
